Station,Heure,Jour,Meteo,Affluence
Bercy,5,Samedi,Pluie,44
Nanterre-Préfecture,16,Vendredi,Nuageux,275
Châtelet-Les Halles,8,Mercredi,Soleil,647
Massy-Palaiseau,15,Vendredi,Nuageux,221
Versailles-Chantiers,5,Jeudi,Soleil,45
Noisy-le-Grand,20,Dimanche,Pluie,85
Aéroport CDG 2,10,Vendredi,Soleil,174
Noisy-le-Grand,19,Mercredi,Nuageux,764
République,14,Jeudi,Nuageux,226
Montparnasse,12,Dimanche,Nuageux,183
Créteil-Préfecture,21,Mercredi,Soleil,228
Châtelet-Les Halles,17,Vendredi,Nuageux,1529
Gare du Nord,13,Dimanche,Soleil,200
Val de Fontenay,10,Lundi,Nuageux,139
Gare de Lyon,21,Dimanche,Nuageux,166
République,6,Samedi,Pluie,60
Montparnasse,22,Dimanche,Nuageux,257
Montparnasse,20,Dimanche,Soleil,257
Nanterre-Préfecture,10,Lundi,Soleil,189
Nation,7,Mercredi,Pluie,364
Gare du Nord,7,Lundi,Soleil,465
Auber / Opéra,18,Mercredi,Pluie,1300
Massy-Palaiseau,14,Vendredi,Pluie,186
Val de Fontenay,14,Mardi,Soleil,179
Vincennes,6,Jeudi,Pluie,109
Nanterre-Préfecture,11,Vendredi,Pluie,100
La Défense,18,Mardi,Pluie,1501
Noisy-le-Grand,21,Samedi,Pluie,116
Juvisy,21,Vendredi,Soleil,245
Aéroport d'Orly,14,Mardi,Nuageux,172
Aéroport d'Orly,7,Mercredi,Pluie,322
La Défense,21,Jeudi,Soleil,387
Gare du Nord,17,Samedi,Nuageux,831
Montparnasse,20,Dimanche,Nuageux,132
Aéroport d'Orly,7,Mercredi,Nuageux,210
Montparnasse,19,Dimanche,Nuageux,663
Noisy-le-Grand,11,Jeudi,Soleil,122
Nation,17,Mardi,Nuageux,838
Cergy-Préfecture,11,Samedi,Soleil,22
Juvisy,15,Lundi,Pluie,204
Nanterre-Préfecture,18,Lundi,Soleil,720
Cergy-Préfecture,15,Dimanche,Pluie,128
Châtelet-Les Halles,23,Lundi,Pluie,735
Nation,11,Samedi,Pluie,69
Versailles-Chantiers,6,Dimanche,Nuageux,20
Gare du Nord,7,Dimanche,Soleil,248
Boulogne - Pont de Sèvres,6,Samedi,Pluie,120
Montparnasse,9,Dimanche,Nuageux,343
Vincennes,22,Lundi,Pluie,242
Marne-la-Vallée (Chessy),20,Samedi,Nuageux,82
La Défense,7,Vendredi,Nuageux,476
Auber / Opéra,19,Dimanche,Pluie,773
Gare de Lyon,17,Vendredi,Soleil,1213
Val de Fontenay,10,Lundi,Nuageux,143
Neuilly-Plaisance,20,Samedi,Nuageux,90
Vincennes,15,Mercredi,Nuageux,156
Saint-Lazare,18,Mardi,Pluie,1390
Boulogne - Pont de Sèvres,19,Lundi,Nuageux,614
Châtelet-Les Halles,9,Mercredi,Nuageux,663
Juvisy,10,Mercredi,Soleil,98
Marne-la-Vallée (Chessy),19,Mercredi,Soleil,851
Boulogne - Pont de Sèvres,23,Dimanche,Pluie,131
Auber / Opéra,15,Vendredi,Nuageux,265
Bercy,10,Jeudi,Soleil,75
République,15,Samedi,Soleil,131
Gare du Nord,12,Vendredi,Nuageux,321
Nation,16,Lundi,Soleil,115
Saint-Denis (Stade),21,Dimanche,Soleil,90
Châtelet-Les Halles,5,Samedi,Pluie,124
Aéroport d'Orly,14,Dimanche,Pluie,129
Gare du Nord,18,Lundi,Soleil,1431
Auber / Opéra,11,Lundi,Pluie,223
Nanterre-Préfecture,22,Mardi,Nuageux,267
Cergy-Préfecture,13,Mardi,Pluie,224
Saint-Denis (Stade),20,Jeudi,Nuageux,296
Gare de Lyon,14,Vendredi,Pluie,316
Versailles-Chantiers,16,Mercredi,Pluie,268
Massy-Palaiseau,13,Samedi,Nuageux,112
Gare de Lyon,18,Dimanche,Nuageux,700
La Défense,6,Vendredi,Soleil,118
République,14,Lundi,Soleil,238
Saint-Denis (Stade),14,Jeudi,Pluie,176
Vincennes,6,Mardi,Soleil,141
Aéroport d'Orly,10,Samedi,Soleil,88
La Défense,15,Jeudi,Pluie,431
Neuilly-Plaisance,13,Mercredi,Pluie,155
Vincennes,7,Jeudi,Nuageux,191
Aéroport d'Orly,23,Jeudi,Nuageux,263
Nation,15,Jeudi,Nuageux,199
Neuilly-Plaisance,8,Lundi,Soleil,277
Versailles-Chantiers,19,Mercredi,Soleil,863
Noisy-le-Grand,16,Mardi,Nuageux,110
Vincennes,8,Vendredi,Nuageux,179
Val de Fontenay,19,Mardi,Pluie,1033
Massy-Palaiseau,21,Jeudi,Nuageux,260
Versailles-Chantiers,22,Jeudi,Nuageux,181
Boulogne - Pont de Sèvres,9,Vendredi,Soleil,377
Neuilly-Plaisance,14,Mercredi,Soleil,146
Aéroport d'Orly,13,Jeudi,Nuageux,218
Juvisy,22,Lundi,Nuageux,285
Cergy-Préfecture,16,Dimanche,Nuageux,102
La Défense,12,Samedi,Pluie,206
République,15,Lundi,Nuageux,248
Auber / Opéra,8,Mardi,Pluie,481
Aéroport CDG 2,13,Dimanche,Soleil,206
Montparnasse,8,Lundi,Nuageux,439
Aéroport CDG 2,22,Mardi,Nuageux,286
Bercy,18,Dimanche,Soleil,492
Aéroport d'Orly,18,Jeudi,Soleil,798
Neuilly-Plaisance,5,Lundi,Pluie,12
Nation,13,Lundi,Soleil,219
La Défense,10,Vendredi,Soleil,200
Aéroport CDG 2,22,Mardi,Pluie,441
Val de Fontenay,15,Vendredi,Soleil,74
Nation,11,Mercredi,Nuageux,196
Noisy-le-Grand,12,Dimanche,Soleil,156
Créteil-Préfecture,7,Samedi,Nuageux,165
Créteil-Préfecture,15,Vendredi,Nuageux,140
Bercy,15,Dimanche,Soleil,78
Juvisy,6,Dimanche,Nuageux,59
Neuilly-Plaisance,19,Lundi,Soleil,617
Auber / Opéra,19,Dimanche,Soleil,679
Val de Fontenay,9,Lundi,Pluie,431
Bercy,12,Mercredi,Nuageux,214
La Défense,20,Mardi,Soleil,371
Auber / Opéra,16,Mardi,Soleil,99
Gare de Lyon,18,Samedi,Nuageux,660
Nation,17,Mardi,Soleil,954
Nation,13,Mercredi,Nuageux,257
Saint-Lazare,11,Jeudi,Pluie,294
Noisy-le-Grand,21,Jeudi,Pluie,408
Neuilly-Plaisance,6,Mercredi,Pluie,95
La Défense,12,Vendredi,Nuageux,310
Saint-Lazare,17,Mercredi,Nuageux,1072
Saint-Denis (Stade),12,Jeudi,Nuageux,176
Aéroport CDG 2,22,Samedi,Soleil,323
Val de Fontenay,17,Samedi,Soleil,382
Gare de Lyon,12,Jeudi,Soleil,260
Vincennes,20,Vendredi,Soleil,207
Gare du Nord,7,Lundi,Soleil,486
Vincennes,19,Lundi,Nuageux,718
Massy-Palaiseau,14,Lundi,Pluie,123
Gare du Nord,22,Mardi,Pluie,596
Auber / Opéra,23,Jeudi,Soleil,327
Cergy-Préfecture,6,Dimanche,Pluie,37
Montparnasse,14,Dimanche,Soleil,159
Cergy-Préfecture,20,Mercredi,Pluie,298
Nanterre-Préfecture,12,Dimanche,Pluie,111
Aéroport CDG 2,11,Vendredi,Pluie,217
Gare du Nord,8,Dimanche,Soleil,188
Vincennes,13,Jeudi,Nuageux,154
Gare de Lyon,6,Lundi,Pluie,114
Gare du Nord,20,Vendredi,Nuageux,449
Créteil-Préfecture,11,Mercredi,Nuageux,64
Bercy,19,Dimanche,Soleil,475
Saint-Denis (Stade),9,Jeudi,Soleil,330
Boulogne - Pont de Sèvres,5,Mercredi,Nuageux,11
Montparnasse,9,Jeudi,Soleil,433
Juvisy,17,Jeudi,Pluie,761
Gare de Lyon,17,Lundi,Soleil,1095
Châtelet-Les Halles,22,Vendredi,Soleil,562
Juvisy,6,Samedi,Pluie,97
Aéroport d'Orly,22,Samedi,Soleil,256
Saint-Lazare,14,Samedi,Nuageux,91
Aéroport d'Orly,7,Lundi,Nuageux,301
Aéroport d'Orly,14,Jeudi,Nuageux,216
Marne-la-Vallée (Chessy),13,Lundi,Pluie,243
Bercy,7,Jeudi,Nuageux,252
Juvisy,10,Dimanche,Pluie,175
République,15,Samedi,Nuageux,97
Neuilly-Plaisance,10,Samedi,Soleil,25
Bercy,9,Lundi,Soleil,395
Boulogne - Pont de Sèvres,18,Dimanche,Soleil,410
Boulogne - Pont de Sèvres,6,Jeudi,Pluie,131
Versailles-Chantiers,5,Samedi,Nuageux,33
Aéroport CDG 2,9,Mardi,Nuageux,369
Saint-Lazare,12,Mardi,Soleil,220
Marne-la-Vallée (Chessy),14,Samedi,Pluie,84
Nanterre-Préfecture,23,Mercredi,Nuageux,261
Nation,7,Jeudi,Pluie,310
Créteil-Préfecture,22,Lundi,Nuageux,141
Marne-la-Vallée (Chessy),11,Jeudi,Nuageux,116
Val de Fontenay,17,Lundi,Pluie,879
Boulogne - Pont de Sèvres,18,Mercredi,Soleil,600
Cergy-Préfecture,22,Samedi,Nuageux,148
Aéroport d'Orly,16,Samedi,Pluie,198
Saint-Lazare,12,Samedi,Soleil,158
Vincennes,22,Jeudi,Pluie,267
Vincennes,10,Mercredi,Pluie,151
Marne-la-Vallée (Chessy),16,Lundi,Pluie,292
Versailles-Chantiers,7,Vendredi,Pluie,288
Neuilly-Plaisance,7,Samedi,Nuageux,108
Gare du Nord,20,Lundi,Soleil,459
Nation,21,Mercredi,Pluie,371
Aéroport CDG 2,20,Jeudi,Nuageux,316
Marne-la-Vallée (Chessy),17,Jeudi,Nuageux,807
Montparnasse,17,Mercredi,Soleil,998
Boulogne - Pont de Sèvres,16,Dimanche,Pluie,62
République,6,Jeudi,Pluie,133
Noisy-le-Grand,18,Dimanche,Soleil,414
République,14,Mardi,Soleil,158
Marne-la-Vallée (Chessy),23,Samedi,Nuageux,158
Montparnasse,9,Vendredi,Nuageux,497
Gare du Nord,20,Mercredi,Soleil,433
Auber / Opéra,9,Vendredi,Soleil,392
Cergy-Préfecture,6,Mercredi,Nuageux,33
Val de Fontenay,10,Vendredi,Pluie,167
Val de Fontenay,16,Lundi,Soleil,202
Créteil-Préfecture,17,Mercredi,Soleil,671
Neuilly-Plaisance,17,Jeudi,Pluie,558
Noisy-le-Grand,18,Vendredi,Pluie,900
Nation,23,Lundi,Pluie,410
Boulogne - Pont de Sèvres,19,Lundi,Pluie,762
Cergy-Préfecture,7,Dimanche,Soleil,148
Versailles-Chantiers,13,Samedi,Nuageux,171
Châtelet-Les Halles,14,Lundi,Pluie,477
Noisy-le-Grand,11,Jeudi,Nuageux,184
Val de Fontenay,18,Lundi,Pluie,983
Gare de Lyon,21,Vendredi,Pluie,591
Gare de Lyon,18,Dimanche,Soleil,693
Vincennes,14,Jeudi,Nuageux,92
La Défense,9,Samedi,Nuageux,430
Boulogne - Pont de Sèvres,22,Mercredi,Soleil,159
Aéroport CDG 2,21,Jeudi,Soleil,381
Versailles-Chantiers,22,Mercredi,Pluie,402
Gare du Nord,8,Mercredi,Nuageux,554
Saint-Lazare,5,Mercredi,Pluie,171
Saint-Denis (Stade),17,Mercredi,Soleil,702
Boulogne - Pont de Sèvres,14,Dimanche,Pluie,175
Nation,19,Samedi,Pluie,753
Massy-Palaiseau,9,Dimanche,Nuageux,188
Montparnasse,22,Jeudi,Soleil,266
Gare du Nord,8,Dimanche,Nuageux,371
Neuilly-Plaisance,5,Samedi,Soleil,8
Montparnasse,14,Samedi,Nuageux,150
Bercy,21,Mardi,Soleil,244
République,7,Dimanche,Pluie,225
Aéroport d'Orly,8,Mardi,Pluie,420
Nation,16,Dimanche,Soleil,146
Châtelet-Les Halles,15,Dimanche,Nuageux,239
Boulogne - Pont de Sèvres,7,Lundi,Pluie,303
Saint-Lazare,15,Dimanche,Soleil,108
Boulogne - Pont de Sèvres,7,Vendredi,Pluie,246
Saint-Denis (Stade),8,Vendredi,Pluie,382
Val de Fontenay,7,Samedi,Pluie,157
La Défense,16,Vendredi,Soleil,315
Vincennes,16,Lundi,Pluie,173
Val de Fontenay,21,Vendredi,Pluie,370
Boulogne - Pont de Sèvres,12,Jeudi,Nuageux,133
Montparnasse,14,Dimanche,Soleil,89
Cergy-Préfecture,20,Samedi,Nuageux,139
Versailles-Chantiers,23,Samedi,Nuageux,187
Auber / Opéra,19,Mardi,Nuageux,1179
Saint-Lazare,15,Dimanche,Soleil,234
République,11,Samedi,Soleil,135
Auber / Opéra,11,Mercredi,Nuageux,276
La Défense,22,Samedi,Soleil,266
Val de Fontenay,23,Samedi,Nuageux,160
Neuilly-Plaisance,20,Samedi,Nuageux,167
Versailles-Chantiers,7,Vendredi,Nuageux,221
Nanterre-Préfecture,10,Lundi,Soleil,102
Val de Fontenay,5,Dimanche,Nuageux,131
Gare du Nord,5,Lundi,Pluie,103
Châtelet-Les Halles,19,Jeudi,Nuageux,1624
Boulogne - Pont de Sèvres,15,Mercredi,Pluie,143
Boulogne - Pont de Sèvres,14,Mercredi,Pluie,169
Gare du Nord,7,Lundi,Soleil,439
Marne-la-Vallée (Chessy),8,Vendredi,Nuageux,305
Noisy-le-Grand,16,Samedi,Nuageux,56
Boulogne - Pont de Sèvres,10,Jeudi,Soleil,115
Montparnasse,23,Samedi,Nuageux,207
Gare du Nord,20,Jeudi,Nuageux,359
Créteil-Préfecture,14,Mercredi,Nuageux,245
Créteil-Préfecture,10,Jeudi,Pluie,137
Aéroport CDG 2,9,Samedi,Soleil,243
Massy-Palaiseau,14,Mardi,Soleil,213
Val de Fontenay,16,Mercredi,Nuageux,238
Cergy-Préfecture,22,Dimanche,Nuageux,159
Aéroport d'Orly,7,Lundi,Nuageux,366
Juvisy,9,Dimanche,Soleil,243
Aéroport d'Orly,7,Jeudi,Soleil,239
Nation,7,Mercredi,Soleil,372
Gare du Nord,13,Dimanche,Nuageux,101
Massy-Palaiseau,8,Vendredi,Soleil,294
Val de Fontenay,21,Vendredi,Pluie,348
Marne-la-Vallée (Chessy),11,Samedi,Nuageux,97
Cergy-Préfecture,17,Mardi,Soleil,754
Vincennes,16,Samedi,Soleil,74
Vincennes,22,Lundi,Nuageux,230
La Défense,19,Vendredi,Nuageux,1327
Auber / Opéra,9,Dimanche,Pluie,298
Neuilly-Plaisance,5,Mercredi,Pluie,28
Saint-Denis (Stade),13,Jeudi,Nuageux,128
Saint-Denis (Stade),13,Vendredi,Nuageux,221
Créteil-Préfecture,17,Dimanche,Pluie,439
Boulogne - Pont de Sèvres,15,Vendredi,Soleil,157
La Défense,13,Mardi,Pluie,345
Aéroport CDG 2,9,Samedi,Nuageux,190
Bercy,18,Samedi,Nuageux,430
Nation,20,Jeudi,Nuageux,282
Cergy-Préfecture,6,Samedi,Nuageux,47
Cergy-Préfecture,19,Jeudi,Nuageux,768
Neuilly-Plaisance,21,Vendredi,Pluie,175
Créteil-Préfecture,9,Jeudi,Soleil,273
Montparnasse,14,Lundi,Pluie,293
Aéroport d'Orly,19,Dimanche,Pluie,657
Saint-Lazare,8,Lundi,Nuageux,481
Nanterre-Préfecture,8,Vendredi,Nuageux,219
Saint-Lazare,11,Vendredi,Nuageux,241
Nation,5,Lundi,Nuageux,95
Massy-Palaiseau,6,Samedi,Soleil,37
Neuilly-Plaisance,23,Jeudi,Pluie,256
Saint-Denis (Stade),8,Mardi,Soleil,324
Marne-la-Vallée (Chessy),5,Mardi,Soleil,23
Gare du Nord,5,Dimanche,Soleil,1
Aéroport CDG 2,7,Mardi,Soleil,308
Saint-Lazare,22,Jeudi,Soleil,404
Juvisy,7,Mardi,Nuageux,232
Gare de Lyon,7,Lundi,Soleil,452
Saint-Denis (Stade),17,Jeudi,Soleil,696
Montparnasse,5,Lundi,Pluie,64
Saint-Lazare,17,Samedi,Soleil,679
Vincennes,9,Dimanche,Soleil,129
Saint-Lazare,21,Samedi,Pluie,190
Nation,15,Jeudi,Pluie,312
République,14,Mardi,Pluie,288
Versailles-Chantiers,19,Mardi,Nuageux,800
Saint-Denis (Stade),17,Vendredi,Nuageux,812
Saint-Lazare,14,Mercredi,Nuageux,298
Saint-Denis (Stade),13,Dimanche,Soleil,75
Gare du Nord,11,Lundi,Soleil,425
Cergy-Préfecture,14,Mardi,Pluie,192
Aéroport d'Orly,13,Jeudi,Pluie,200
Châtelet-Les Halles,17,Dimanche,Pluie,1064
Cergy-Préfecture,20,Dimanche,Pluie,30
Châtelet-Les Halles,6,Dimanche,Pluie,174
Châtelet-Les Halles,12,Vendredi,Soleil,263
Auber / Opéra,11,Lundi,Pluie,153
Cergy-Préfecture,6,Mardi,Nuageux,58
Massy-Palaiseau,5,Vendredi,Nuageux,6
Cergy-Préfecture,8,Mardi,Nuageux,382
Cergy-Préfecture,10,Mardi,Soleil,70
Saint-Lazare,6,Mardi,Nuageux,124
Juvisy,11,Vendredi,Nuageux,129
Saint-Denis (Stade),14,Samedi,Soleil,78
Saint-Denis (Stade),13,Samedi,Pluie,106
La Défense,6,Mercredi,Nuageux,113
Nation,19,Mardi,Pluie,1159
Gare de Lyon,19,Lundi,Soleil,1385
Créteil-Préfecture,20,Samedi,Nuageux,84
Gare de Lyon,6,Samedi,Pluie,135
Massy-Palaiseau,21,Vendredi,Soleil,211
Saint-Denis (Stade),15,Mardi,Nuageux,229
Montparnasse,22,Dimanche,Pluie,306
Nanterre-Préfecture,5,Samedi,Soleil,2
Marne-la-Vallée (Chessy),16,Vendredi,Nuageux,251
Vincennes,10,Lundi,Nuageux,97
Nanterre-Préfecture,22,Samedi,Soleil,67
Neuilly-Plaisance,21,Lundi,Soleil,122
Noisy-le-Grand,21,Jeudi,Nuageux,275
Boulogne - Pont de Sèvres,6,Dimanche,Nuageux,21
Créteil-Préfecture,22,Jeudi,Soleil,235
Juvisy,19,Mercredi,Pluie,905
Marne-la-Vallée (Chessy),5,Dimanche,Nuageux,55
Boulogne - Pont de Sèvres,18,Jeudi,Nuageux,616
Aéroport CDG 2,17,Vendredi,Soleil,996
Saint-Denis (Stade),16,Samedi,Pluie,218
Auber / Opéra,12,Jeudi,Pluie,314
Saint-Lazare,11,Vendredi,Soleil,153
Montparnasse,12,Dimanche,Pluie,98
Gare de Lyon,22,Vendredi,Soleil,425
Juvisy,19,Mercredi,Soleil,700
Nanterre-Préfecture,11,Vendredi,Nuageux,95
Marne-la-Vallée (Chessy),5,Jeudi,Soleil,20
Cergy-Préfecture,10,Samedi,Nuageux,143
Créteil-Préfecture,20,Samedi,Nuageux,119
Créteil-Préfecture,18,Jeudi,Soleil,703
Aéroport d'Orly,12,Mardi,Nuageux,201
Marne-la-Vallée (Chessy),14,Samedi,Soleil,76
Montparnasse,21,Dimanche,Nuageux,161
Saint-Denis (Stade),19,Dimanche,Nuageux,531
Val de Fontenay,18,Mercredi,Soleil,886
Neuilly-Plaisance,15,Lundi,Soleil,176
Juvisy,10,Lundi,Pluie,91
Gare de Lyon,8,Mardi,Nuageux,498
Noisy-le-Grand,9,Jeudi,Soleil,308
Aéroport d'Orly,15,Mercredi,Nuageux,239
Noisy-le-Grand,16,Jeudi,Pluie,202
Gare de Lyon,15,Samedi,Pluie,265
Créteil-Préfecture,22,Mardi,Nuageux,183
Créteil-Préfecture,11,Lundi,Soleil,149
Auber / Opéra,5,Dimanche,Nuageux,81
Créteil-Préfecture,20,Mercredi,Pluie,253
Gare du Nord,22,Samedi,Soleil,327
Versailles-Chantiers,16,Jeudi,Nuageux,218
Juvisy,15,Vendredi,Soleil,143
Versailles-Chantiers,12,Vendredi,Nuageux,119
Saint-Lazare,5,Vendredi,Pluie,33
Cergy-Préfecture,20,Lundi,Nuageux,245
La Défense,6,Dimanche,Nuageux,15
Saint-Denis (Stade),10,Vendredi,Soleil,181
Vincennes,21,Vendredi,Soleil,227
Versailles-Chantiers,21,Mardi,Soleil,222
Aéroport d'Orly,6,Samedi,Soleil,119
Bercy,23,Mardi,Soleil,300
République,13,Mardi,Pluie,195
Val de Fontenay,7,Jeudi,Pluie,353
Marne-la-Vallée (Chessy),14,Vendredi,Nuageux,217
Boulogne - Pont de Sèvres,9,Samedi,Soleil,230
Neuilly-Plaisance,13,Dimanche,Pluie,63
Auber / Opéra,18,Lundi,Nuageux,1074
Val de Fontenay,15,Vendredi,Nuageux,249
Massy-Palaiseau,23,Vendredi,Soleil,396
Nanterre-Préfecture,20,Jeudi,Soleil,267
République,18,Mardi,Pluie,1020
Saint-Denis (Stade),18,Dimanche,Soleil,438
Créteil-Préfecture,8,Vendredi,Nuageux,216
Noisy-le-Grand,12,Dimanche,Pluie,53
Cergy-Préfecture,11,Mercredi,Pluie,173
La Défense,7,Mercredi,Soleil,401
Montparnasse,18,Mardi,Pluie,1259
Créteil-Préfecture,15,Dimanche,Nuageux,124
Massy-Palaiseau,23,Dimanche,Nuageux,207
Châtelet-Les Halles,8,Samedi,Soleil,357
Versailles-Chantiers,8,Mardi,Pluie,387
République,12,Vendredi,Soleil,149
Créteil-Préfecture,19,Mercredi,Soleil,673
Massy-Palaiseau,20,Lundi,Nuageux,266
Noisy-le-Grand,8,Lundi,Nuageux,243
Vincennes,14,Mercredi,Soleil,160
Versailles-Chantiers,9,Mardi,Nuageux,274
Nation,8,Jeudi,Pluie,472
Nation,6,Jeudi,Pluie,131
Gare du Nord,22,Lundi,Soleil,505
Créteil-Préfecture,12,Mardi,Soleil,124
Bercy,19,Vendredi,Soleil,712
Montparnasse,8,Mercredi,Pluie,576
Cergy-Préfecture,17,Lundi,Nuageux,753
Nanterre-Préfecture,18,Jeudi,Soleil,805
Aéroport CDG 2,13,Jeudi,Soleil,276
Châtelet-Les Halles,10,Vendredi,Nuageux,307
Noisy-le-Grand,16,Vendredi,Pluie,163
Gare de Lyon,17,Jeudi,Pluie,1419
Auber / Opéra,10,Mardi,Soleil,209
Châtelet-Les Halles,23,Jeudi,Soleil,600
Gare du Nord,12,Mercredi,Soleil,299
Cergy-Préfecture,9,Mardi,Pluie,392
Marne-la-Vallée (Chessy),12,Dimanche,Nuageux,135
Montparnasse,17,Dimanche,Soleil,607
Nanterre-Préfecture,17,Vendredi,Soleil,654
Marne-la-Vallée (Chessy),9,Samedi,Pluie,322
Massy-Palaiseau,18,Samedi,Nuageux,544
Neuilly-Plaisance,22,Dimanche,Nuageux,72
Aéroport d'Orly,19,Vendredi,Nuageux,865
Neuilly-Plaisance,5,Vendredi,Nuageux,0
La Défense,11,Mercredi,Soleil,145
Versailles-Chantiers,14,Vendredi,Pluie,265
Versailles-Chantiers,6,Mardi,Pluie,247
Gare du Nord,17,Vendredi,Nuageux,1380
Versailles-Chantiers,7,Dimanche,Soleil,136
Nanterre-Préfecture,12,Dimanche,Soleil,48
Versailles-Chantiers,16,Samedi,Pluie,87
Vincennes,8,Vendredi,Nuageux,317
Val de Fontenay,12,Jeudi,Pluie,128
Bercy,5,Jeudi,Pluie,103
Juvisy,7,Mercredi,Nuageux,236
Créteil-Préfecture,19,Mardi,Nuageux,725
Saint-Denis (Stade),19,Samedi,Pluie,650
Créteil-Préfecture,16,Dimanche,Nuageux,101
Boulogne - Pont de Sèvres,5,Mardi,Nuageux,2
Versailles-Chantiers,15,Jeudi,Nuageux,255
Gare du Nord,23,Mardi,Soleil,572
Auber / Opéra,9,Vendredi,Nuageux,427
Auber / Opéra,21,Mercredi,Pluie,406
Boulogne - Pont de Sèvres,6,Jeudi,Pluie,86
Auber / Opéra,17,Dimanche,Soleil,655
Créteil-Préfecture,7,Vendredi,Pluie,364
Marne-la-Vallée (Chessy),17,Jeudi,Pluie,941
Nanterre-Préfecture,12,Jeudi,Nuageux,8
Boulogne - Pont de Sèvres,17,Samedi,Pluie,408
Gare du Nord,7,Mercredi,Pluie,580
Gare du Nord,13,Dimanche,Nuageux,264
Créteil-Préfecture,6,Dimanche,Soleil,64
Vincennes,12,Mercredi,Soleil,83
Val de Fontenay,5,Jeudi,Nuageux,129
Bercy,19,Samedi,Nuageux,449
La Défense,12,Vendredi,Soleil,252
Massy-Palaiseau,12,Lundi,Soleil,174
République,11,Vendredi,Soleil,162
Vincennes,17,Samedi,Soleil,458
Marne-la-Vallée (Chessy),11,Mardi,Soleil,151
Aéroport CDG 2,11,Jeudi,Soleil,203
Massy-Palaiseau,15,Jeudi,Soleil,95
Saint-Denis (Stade),6,Mercredi,Soleil,31
Aéroport d'Orly,15,Mardi,Pluie,215
Massy-Palaiseau,23,Lundi,Nuageux,233
Cergy-Préfecture,5,Lundi,Pluie,43
Aéroport d'Orly,21,Samedi,Soleil,176
Nation,5,Mercredi,Nuageux,20
Auber / Opéra,17,Lundi,Nuageux,964
Neuilly-Plaisance,10,Samedi,Nuageux,63
Châtelet-Les Halles,9,Jeudi,Pluie,800
Neuilly-Plaisance,6,Lundi,Nuageux,106
Nanterre-Préfecture,14,Dimanche,Soleil,159
Saint-Lazare,23,Lundi,Nuageux,360
Cergy-Préfecture,11,Vendredi,Soleil,181
Juvisy,19,Samedi,Pluie,512
Aéroport CDG 2,15,Lundi,Soleil,352
Créteil-Préfecture,10,Vendredi,Pluie,83
La Défense,9,Mardi,Pluie,790
La Défense,8,Vendredi,Pluie,577
Montparnasse,10,Mardi,Soleil,226
La Défense,11,Mercredi,Pluie,256
Aéroport CDG 2,16,Jeudi,Soleil,290
Montparnasse,18,Mercredi,Nuageux,1038
Marne-la-Vallée (Chessy),6,Mercredi,Nuageux,136
Versailles-Chantiers,7,Mercredi,Soleil,194
Cergy-Préfecture,9,Dimanche,Nuageux,95
Nanterre-Préfecture,14,Mardi,Soleil,105
Châtelet-Les Halles,11,Samedi,Nuageux,199
Massy-Palaiseau,13,Lundi,Soleil,205
Val de Fontenay,22,Vendredi,Soleil,376
République,10,Mercredi,Soleil,183
Versailles-Chantiers,14,Mercredi,Pluie,145
Gare de Lyon,16,Lundi,Pluie,404
Gare du Nord,6,Mercredi,Nuageux,115
République,5,Mardi,Soleil,61
Saint-Denis (Stade),8,Mardi,Nuageux,318
Nanterre-Préfecture,19,Dimanche,Pluie,686
Montparnasse,6,Samedi,Nuageux,55
Gare de Lyon,7,Lundi,Pluie,463
Créteil-Préfecture,21,Mardi,Pluie,257
Montparnasse,6,Dimanche,Pluie,39
Boulogne - Pont de Sèvres,17,Samedi,Pluie,501
Boulogne - Pont de Sèvres,12,Dimanche,Soleil,90
Juvisy,23,Mercredi,Nuageux,274
Noisy-le-Grand,14,Samedi,Nuageux,183
Montparnasse,11,Mercredi,Nuageux,202
Boulogne - Pont de Sèvres,8,Jeudi,Soleil,196
Aéroport CDG 2,22,Samedi,Pluie,302
Créteil-Préfecture,7,Jeudi,Nuageux,265
La Défense,19,Lundi,Soleil,1391
Saint-Denis (Stade),21,Mercredi,Pluie,296
Juvisy,12,Mercredi,Pluie,251
Saint-Lazare,19,Dimanche,Pluie,833
Saint-Lazare,17,Vendredi,Nuageux,1052
Boulogne - Pont de Sèvres,18,Samedi,Pluie,437
Montparnasse,8,Mardi,Nuageux,396
Châtelet-Les Halles,15,Lundi,Pluie,401
Nation,7,Dimanche,Pluie,184
Nanterre-Préfecture,23,Lundi,Nuageux,346
Châtelet-Les Halles,17,Samedi,Nuageux,840
Versailles-Chantiers,8,Dimanche,Pluie,154
Saint-Lazare,17,Mardi,Nuageux,1010
Aéroport d'Orly,19,Vendredi,Nuageux,909
Marne-la-Vallée (Chessy),10,Jeudi,Nuageux,69
Val de Fontenay,22,Vendredi,Soleil,238
Gare du Nord,12,Dimanche,Soleil,145
Versailles-Chantiers,13,Jeudi,Soleil,258
Gare de Lyon,6,Jeudi,Soleil,94
Noisy-le-Grand,14,Vendredi,Pluie,277
Auber / Opéra,6,Lundi,Soleil,90
Saint-Lazare,13,Mercredi,Nuageux,129
La Défense,13,Lundi,Soleil,381
République,17,Mercredi,Soleil,784
Marne-la-Vallée (Chessy),14,Lundi,Pluie,167
Aéroport d'Orly,11,Vendredi,Nuageux,85
Val de Fontenay,17,Vendredi,Soleil,746
